ACTIVITY_NAME,SUBJECT,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyAccMag-mean(),tGravityAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyAccMag-mean(),fBodyBodyAccJerkMag-mean(),fBodyBodyGyroMag-mean(),fBodyBodyGyroJerkMag-mean(),tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-std(),tGravityAccMag-std(),tBodyAccJerkMag-std(),tBodyGyroMag-std(),tBodyGyroJerkMag-std(),fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-std(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-std()
LAYING,11,2.80592970877193,-1.8605146157894736,-2.137912438596491,-1.3483203140350877,9.430179414035088,2.8597369596491227,7.230721875438596,3.2963863456140348,0.31421929122806996,-2.289361010526316,-5.759906649122807,6.806348824561404,-5.759170792982456,-4.123914292982456,-5.127845164912281,-9.806211801754387,-9.806211801754387,-9.833306284210527,-9.525237521052631,-9.90641248245614,-9.838013656140351,-9.714039354385964,-9.735768128070175,-9.84884874385965,-9.738824966666668,-9.795648442105263,-9.761874712280703,-9.66850798245614,-9.614344207017544,-9.739940045614036,-9.769407745614036,-9.67093356491228,-9.859788371929824,-9.8477733,-9.721968738596491,-9.713111768421053,-9.795656024561403,-9.907655796491229,-9.841926063157896,-9.852591085964912,-9.72777455263158,-9.821117842105263,-9.808368845614035,-9.666531703508772,-9.598974328070176,-9.817248384210526,-9.908457247368421,-9.865490633333334,-9.728918294736843,-9.728918294736843,-9.765048585964912,-9.547131828070176,-9.844764766666666,-9.853222119298247,-9.735892873684211,-9.716680770175438,-9.87122678245614,-9.734867163157894,-9.83302949122807,-9.824245854385966,-9.668711580701755,-9.631839029824562,-9.760376956140352,-9.751265314035088,-9.54849053508772,-9.83569468245614
LAYING,12,2.60113433,-1.8311281666666666,-2.6287353666666666,-3.89316351,8.033788345,1.933028575,6.604336808333333,2.1616082,0.01788967000000002,-2.2770390366666664,-5.250221463333333,6.946741244999999,-5.159813926666667,-3.8678120333333332,-4.818673976666666,-9.482046754999999,-9.482046754999999,-9.698438341666666,-9.308405935,-9.710677688333334,-9.562484876666666,-9.51265971,-9.547248016666666,-9.687427588333334,-9.63223332,-9.671496951666667,-9.566538865,-9.5256172,-9.456732415,-9.546246935,-9.624484186666667,-9.454970224999999,-9.639496071666667,-9.5531868,-9.490720093333334,-9.483338435,-9.364583093333334,-9.743964926666667,-9.596439555,-9.692762833333333,-9.626395268333333,-9.706293081666667,-9.66090742,-9.538738938333333,-9.501574421666666,-9.671982025,-9.659003708333334,-9.699539296666666,-9.365426868333333,-9.365426868333333,-9.625809151666667,-9.357257158333333,-9.620120183333333,-9.552076418333334,-9.506400405,-9.483808336666666,-9.728200111666666,-9.647036568333334,-9.727138446666666,-9.692545853333334,-9.553436756666667,-9.564243823333333,-9.421332551666666,-9.616530039999999,-9.403738276666667,-9.619116123333333
LAYING,13,2.76716360483871,-1.8035025483870968,-2.1204312435483867,-1.922143635483871,6.564009443548387,5.988849887096774,7.017554380645161,2.575462533870968,-0.7947735145161291,-1.7137863838709677,-6.070070280645161,6.79112544516129,-6.27079784516129,-3.996459008064516,-5.031761611290323,-9.605177682258065,-9.605177682258065,-9.854678538709678,-9.443031119354838,-9.854462648387097,-9.747169204838709,-9.658437572580645,-9.662955827419355,-9.851996843548386,-9.80375137419355,-9.80994601935484,-9.6946349,-9.686897291935484,-9.691268803225807,-9.59535493548387,-9.80754385967742,-9.576816212903225,-9.78150814032258,-9.688919893548388,-9.36431820483871,-9.503929954838709,-9.578752446774192,-9.614320072580645,-9.598928637096774,-9.8541995,-9.801523429032258,-9.830706574193549,-9.721434703225807,-9.6270462,-9.673505137096774,-9.814047429032257,-9.788547474193548,-9.898015491935483,-9.479447466129033,-9.479447466129033,-9.800662433870968,-9.44687480967742,-9.751133056451613,-9.669600883870968,-9.329461991935483,-9.458521358064516,-9.870781751612903,-9.813942616129033,-9.836700493548387,-9.734467924193549,-9.599441264516129,-9.697972145161291,-9.494313191935484,-9.78044349516129,-9.461334320967742,-9.727986322580644
LAYING,14,2.5092249862745097,-2.2034209490196077,-2.292902956862745,-2.8704599980392156,4.8539692745098035,8.3656291,6.938075409803922,1.1761121862745099,0.20652659607843146,-2.1129816862745097,-5.4303029333333335,6.160810323529412,-4.652566484313725,-3.336504980392157,-4.911695880392157,-9.084353507843137,-9.084353507843137,-9.725763929411764,-9.046654184313725,-9.756211831372548,-9.339361782352942,-9.303669060784314,-9.452895511764705,-9.720107092156862,-9.693421243137255,-9.685931956862746,-9.499590405882353,-9.380878982352941,-9.491071629411765,-8.849778796078432,-9.679885962745098,-9.301517311764705,-9.664553431372548,-9.28202958627451,-9.096970409803921,-8.88229924509804,-8.621369372549019,-9.487748637254903,-9.013038562745098,-9.714735570588235,-9.681276174509804,-9.724318554901961,-9.572210150980393,-9.324997805882353,-9.522969652941176,-9.70274962745098,-9.680428935294117,-9.797113729411764,-8.742401780392157,-8.742401780392157,-9.664509090196079,-9.13433185882353,-9.640099219607842,-9.116734709803922,-9.18265722745098,-8.94055710980392,-9.734913880392156,-9.69113291372549,-9.7491443,-9.597404886274509,-9.299554070588234,-9.577904798039215,-8.77253105882353,-9.636074339215687,-9.177601049019607,-9.636660180392157
LAYING,15,2.894756525,-2.0898279291666664,-2.3183553041666665,-3.070770875,8.992425530555556,-0.3691929055555556,6.7255792861111114,2.672171086111111,-0.7194849611111112,-2.208447854166667,-5.916006794444445,7.018269979166667,-6.015351461111111,-4.0419463902777775,-5.007594761111111,-9.553406615277778,-9.553406615277778,-9.798902281944445,-9.446051272222222,-9.832350254166666,-9.615161765277778,-9.624611243055556,-9.5156594625,-9.813299990277779,-9.708332216666667,-9.747756837499999,-9.554135961111111,-9.64310893611111,-9.581900998611111,-9.560010340277778,-9.736812227777778,-9.46812642361111,-9.757278538888889,-9.597555515277778,-9.62759422361111,-9.295868352777777,-9.615097429166667,-9.860361923611112,-9.507103570833333,-9.817393868055555,-9.709215877777778,-9.784029565277779,-9.571676806944444,-9.611429118055556,-9.565370516666666,-9.7392395125,-9.804828344444445,-9.801127327777778,-9.433141079166667,-9.433141079166667,-9.736444627777779,-9.240430076388888,-9.736500416666667,-9.592188245833333,-9.645904301388889,-9.239239919444444,-9.839492906944445,-9.732153197222223,-9.807450973611111,-9.582244954166667,-9.599919070833334,-9.60015831111111,-9.4550856,-9.725300779166666,-9.236822448611111,-9.726457106944444
LAYING,16,2.7422716257142854,-2.527579217142857,-2.7209079085714287,-5.4983742328571426,-0.1992702257142856,8.938844685714285,7.229494884285714,1.9682109142857143,-0.5745268685714285,-2.4762045157142856,-6.170008364285715,7.4380744214285714,-6.142632008571429,-3.454176382857143,-5.491425817142857,-9.618346348571428,-9.618346348571428,-9.883496565714285,-9.517770995714285,-9.908395262857143,-9.802131874285715,-9.636355751428571,-9.745800691428572,-9.885800462857143,-9.847529271428572,-9.855449452857144,-9.758924074285714,-9.760929205714286,-9.85957788,-9.680205212857143,-9.875145251428572,-9.70249638857143,-9.886952777142858,-9.736914294285715,-9.430611502857143,-9.654902762857143,-9.637619778571429,-9.660871038571429,-9.67886002,-9.884167238571429,-9.848672868571429,-9.87644127,-9.77010769857143,-9.70747514,-9.847814848571428,-9.858354594285714,-9.89046576,-9.944651577142858,-9.578959277142857,-9.578959277142857,-9.878910035714286,-9.590200362857143,-9.882124254285714,-9.714090751428571,-9.370836367142857,-9.625243727142857,-9.892873591428572,-9.86215013,-9.883489045714285,-9.775095835714286,-9.681352518571428,-9.85730995857143,-9.581118958571428,-9.8724716,-9.58975084,-9.88058401142857
LAYING,17,2.7657122267605634,-2.291852470422535,-3.942052491549296,-1.9913309,6.587920722535211,7.22657502112676,6.743766449295775,1.5865056929577463,-0.7070781478873239,-2.403913404225352,-5.875007102816902,6.79198236056338,-6.532550518309859,-3.6196114394366194,-5.139816001408451,-9.530214111267606,-9.530214111267606,-9.81607627887324,-9.60733121690141,-9.855424111267606,-9.74359280140845,-9.546481022535211,-9.654060915492957,-9.814720691549295,-9.77212387746479,-9.803800591549296,-9.719492111267606,-9.736690985915493,-9.76164852112676,-9.610463263380282,-9.796873187323945,-9.690144447887324,-9.827655264788733,-9.729605673239437,-9.447928752112677,-9.53476700140845,-9.610632223943663,-9.614666812676056,-9.571645652112675,-9.814890171830985,-9.769605428169013,-9.828130005633803,-9.75893061830986,-9.71484336197183,-9.762007712676057,-9.80792372112676,-9.831355966197183,-9.755456570422536,-9.482579935211268,-9.482579935211268,-9.801267453521127,-9.593254987323943,-9.820381211267605,-9.724385253521126,-9.427916159154929,-9.501169564788732,-9.832132443661973,-9.783439157746479,-9.838541588732394,-9.772034983098592,-9.706278069014084,-9.7835712605633809,-9.490425316901408,-9.796572314084507,-9.600238391549295,-9.819834376056338
LAYING,18,2.7469157692307693,-1.7393768461538461,-1.338158069230769,-2.2060050907692306,7.197554036923077,6.054953176923077,7.499850107692308,3.507865152307692,-0.6718730415384616,-2.60084726,-6.708201175384615,7.401350015384615,-7.469598952307692,-3.9344019184615386,-5.463741286153846,-9.864562415384615,-9.864562415384615,-9.8832154,-9.807408467692309,-9.930951226153846,-9.851799721538463,-9.849098846153847,-9.886069063076922,-9.864047093846153,-9.858653252307693,-9.891168658461538,-9.924369276923077,-9.856111713846154,-9.849992915384615,-9.86788412,-9.885484183076922,-9.843290921538461,-9.919010075384616,-9.845276492307692,-9.86160920923077,-9.876586623076923,-9.827159875384616,-9.940935226153847,-9.909572495384616,-9.859210710769231,-9.855543393846155,-9.906602461538462,-9.92872598,-9.842028729230769,-9.851083863076923,-9.961044413846153,-9.905476387692309,-9.92548101846154,-9.864645426153846,-9.864645426153846,-9.895262775384616,-9.805608778461538,-9.921530540000001,-9.843218583076924,-9.867464507692308,-9.872248043076922,-9.866412458461538,-9.862107012307693,-9.907447529230769,-9.930193716923077,-9.83457774923077,-9.864830481538462,-9.876484844615385,-9.897106567692308,-9.814688416923078,-9.927379616923076
LAYING,19,2.726537334939759,-2.042910222891566,-1.3765793361445784,-6.80043155060241,7.256466227710844,6.876238525301205,7.023211501204819,2.968438356626506,-0.7774344096385544,-2.5020763373493975,-5.994107090361446,7.040004184337349,-6.2605367397590355,-3.766256996385542,-5.236627225301205,-9.662608068674698,-9.662608068674698,-9.8478434,-9.532634327710843,-9.853424977108434,-9.7453373,-9.727988240963855,-9.853404473493976,-9.834785618072289,-9.748782709638554,-9.865064887951807,-9.741962175903614,-9.720610034939758,-9.739323325301205,-9.719574013253013,-9.806215640963856,-9.656247244578314,-9.818904703614457,-9.650195795180723,-9.734499685542168,-9.846728372289157,-9.589596110843374,-9.869931496385542,-9.888190315662651,-9.836052234939759,-9.745245226506023,-9.882601810843374,-9.813576114457831,-9.636177056626506,-9.731975238554217,-9.76105663493976,-9.846077289156627,-9.869583639759036,-9.631934890361446,-9.631934890361446,-9.806682878313254,-9.55906646506024,-9.802455108433735,-9.620850012048193,-9.748320756626507,-9.847409981927711,-9.852780069879518,-9.759641115662651,-9.88558703373494,-9.839447950602409,-9.598313657831325,-9.754175238554216,-9.640567739759035,-9.79452188433735,-9.574960244578314,-9.793278474698795
LAYING,20,2.3950788220588235,-1.8761106661764706,-1.7718404102941177,-4.599510863235294,8.64882956617647,4.77573305,7.151850161764706,2.671483548529412,0.22464118235294114,-2.882623051470588,-6.180346699999999,7.160917886764706,-7.46680004117647,-3.715037917647059,-5.590153877941177,-9.607431261764706,-9.607431261764706,-9.846700738235294,-9.604473725,-9.86749500882353,-9.65728781617647,-9.65595958382353,-9.763926513235294,-9.838899851470588,-9.772207075,-9.828762120588236,-9.826194035294119,-9.731200295588236,-9.722786035294117,-9.528270713235294,-9.796954580882353,-9.698322411764707,-9.811198205882354,-9.622491147058824,-9.640981802941177,-9.725719983823529,-9.286742151470587,-9.760184769117647,-9.765185525,-9.842707282352942,-9.77002606764706,-9.849892241176471,-9.84477414264706,-9.729419102941176,-9.724098935294117,-9.892835773529411,-9.815400620588235,-9.866705344117648,-9.3948944455882355,-9.3948944455882355,-9.801616870588235,-9.621535979411764,-9.81079301617647,-9.609979072058824,-9.64960988382353,-9.719013247058824,-9.862138830882353,-9.784514467647059,-9.857078063235294,-9.851545885294119,-9.730925180882354,-9.749952670588236,-9.292870382352941,-9.795651969117646,-9.642059154411765,-9.819861529411765
